pump_id,well_id,group,pump_size_model,expected_failure_interval_days,num_failures_3years,failure_dates,failure_modes,failure_causes,avg_flow_rate_m3_day,avg_discharge_pressure_MPa,avg_inlet_pressure_MPa,avg_motor_temperature_C,avg_vibration_mm_s,avg_motor_current_A,avg_power_consumption_kW,MTBF_days,MTTR_days,avg_days_between_failures,pump_efficiency_percent,uptime_percent,maintenance_cost_USD,operational_state,total_operating_days,study_start_date,study_end_date
416,416,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,125.86,26.74,11.22,60.77,2.99,32.47,12.01,1095.0,0.0,0.0,90.26,100.0,4318.52,Active,1095,2022-01-01,2024-12-31
417,417,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,126.79,30.4,12.53,60.23,3.56,37.23,12.06,1095.0,0.0,0.0,97.14,100.0,3137.85,Active,1095,2022-01-01,2024-12-31
418,418,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,162.82,22.43,15.89,71.71,2.78,41.57,17.11,1095.0,0.0,0.0,93.31,100.0,2523.5,Active,1095,2022-01-01,2024-12-31
419,419,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,197.21,23.18,10.83,66.29,2.78,43.32,10.16,1095.0,0.0,0.0,88.32,100.0,4187.63,Active,1095,2022-01-01,2024-12-31
420,420,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,175.69,32.13,9.33,71.96,3.44,31.72,12.64,1095.0,0.0,0.0,87.61,100.0,3012.43,Active,1095,2022-01-01,2024-12-31
421,421,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,140.03,31.0,12.96,69.95,3.67,34.31,9.2,1095.0,0.0,0.0,97.77,100.0,2469.84,Active,1095,2022-01-01,2024-12-31
422,422,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,146.2,38.06,8.41,72.95,2.68,47.99,17.41,1095.0,0.0,0.0,95.06,100.0,3993.27,Active,1095,2022-01-01,2024-12-31
423,423,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,154.94,31.82,13.22,63.83,2.73,46.87,9.95,1095.0,0.0,0.0,97.4,100.0,3687.97,Active,1095,2022-01-01,2024-12-31
424,424,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,106.24,27.68,11.56,62.12,2.2,40.71,8.85,1095.0,0.0,0.0,89.54,100.0,4233.79,Active,1095,2022-01-01,2024-12-31
425,425,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,195.17,26.39,14.94,73.22,2.7,31.67,15.25,1095.0,0.0,0.0,89.67,100.0,4348.77,Active,1095,2022-01-01,2024-12-31
426,426,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,148.53,35.56,11.06,66.65,2.75,37.35,13.26,1095.0,0.0,0.0,97.13,100.0,3085.3,Active,1095,2022-01-01,2024-12-31
427,427,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,148.38,34.57,10.53,65.13,2.39,41.24,11.15,1095.0,0.0,0.0,86.27,100.0,4055.02,Active,1095,2022-01-01,2024-12-31
428,428,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,150.95,30.91,10.88,61.22,2.39,49.01,12.09,1095.0,0.0,0.0,92.0,100.0,2158.13,Active,1095,2022-01-01,2024-12-31
429,429,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,197.89,27.73,10.14,66.32,2.19,32.51,12.14,1095.0,0.0,0.0,96.44,100.0,4700.94,Active,1095,2022-01-01,2024-12-31
430,430,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,164.52,33.02,14.6,66.27,2.15,35.47,17.8,1095.0,0.0,0.0,93.94,100.0,4129.21,Active,1095,2022-01-01,2024-12-31
431,431,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,117.53,20.2,9.19,71.64,2.89,38.95,17.55,1095.0,0.0,0.0,98.79,100.0,2933.58,Active,1095,2022-01-01,2024-12-31
432,432,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,106.49,29.31,9.92,67.05,2.91,41.64,11.57,1095.0,0.0,0.0,87.46,100.0,3511.16,Active,1095,2022-01-01,2024-12-31
433,433,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,166.4,26.77,15.48,73.68,2.42,30.79,15.41,1095.0,0.0,0.0,97.41,100.0,4903.59,Active,1095,2022-01-01,2024-12-31
434,434,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,110.62,23.47,13.52,69.68,3.78,44.66,13.08,1095.0,0.0,0.0,99.88,100.0,2798.32,Active,1095,2022-01-01,2024-12-31
435,435,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,156.5,21.76,11.31,71.25,3.39,49.81,10.78,1095.0,0.0,0.0,92.47,100.0,2988.59,Active,1095,2022-01-01,2024-12-31
436,436,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,191.87,28.81,12.39,71.94,3.17,49.2,14.6,1095.0,0.0,0.0,92.84,100.0,2070.78,Active,1095,2022-01-01,2024-12-31
437,437,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,151.21,38.81,8.38,65.28,3.71,37.92,9.99,1095.0,0.0,0.0,91.37,100.0,3156.66,Active,1095,2022-01-01,2024-12-31
438,438,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,173.53,35.95,10.16,73.31,2.27,36.73,13.87,1095.0,0.0,0.0,86.54,100.0,4190.39,Active,1095,2022-01-01,2024-12-31
439,439,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,126.83,31.82,13.77,74.12,3.76,40.3,15.75,1095.0,0.0,0.0,93.43,100.0,3658.11,Active,1095,2022-01-01,2024-12-31
440,440,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,195.44,37.48,13.66,70.7,2.5,43.14,9.98,1095.0,0.0,0.0,87.16,100.0,4998.4,Active,1095,2022-01-01,2024-12-31
441,441,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,148.42,21.27,12.41,72.62,3.99,38.61,11.2,1095.0,0.0,0.0,98.6,100.0,2573.73,Active,1095,2022-01-01,2024-12-31
442,442,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,172.12,24.61,13.48,74.73,3.38,47.66,17.48,1095.0,0.0,0.0,92.3,100.0,4106.97,Active,1095,2022-01-01,2024-12-31
443,443,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,153.81,21.41,15.47,71.5,3.32,46.48,14.48,1095.0,0.0,0.0,99.53,100.0,4141.87,Active,1095,2022-01-01,2024-12-31
444,444,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,175.38,32.44,12.32,71.24,3.46,42.6,11.6,1095.0,0.0,0.0,91.09,100.0,4911.32,Active,1095,2022-01-01,2024-12-31
445,445,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,149.24,36.73,9.31,64.15,2.13,44.12,10.38,1095.0,0.0,0.0,90.83,100.0,3331.1,Active,1095,2022-01-01,2024-12-31
446,446,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,102.58,24.44,14.24,63.02,2.16,39.49,8.1,1095.0,0.0,0.0,86.27,100.0,4422.88,Active,1095,2022-01-01,2024-12-31
447,447,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,127.93,26.98,15.39,63.1,3.75,30.61,8.91,1095.0,0.0,0.0,97.82,100.0,3891.67,Active,1095,2022-01-01,2024-12-31
448,448,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,172.72,39.62,9.25,63.38,2.42,45.85,9.87,1095.0,0.0,0.0,86.0,100.0,4995.68,Active,1095,2022-01-01,2024-12-31
449,449,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,108.0,27.19,14.87,63.49,2.23,36.52,10.2,1095.0,0.0,0.0,98.88,100.0,4603.9,Active,1095,2022-01-01,2024-12-31
450,450,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,188.83,29.2,12.86,62.83,3.61,49.35,10.69,1095.0,0.0,0.0,92.42,100.0,2258.35,Active,1095,2022-01-01,2024-12-31
451,451,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,167.2,24.81,13.95,71.25,2.63,39.67,10.95,1095.0,0.0,0.0,88.88,100.0,2077.69,Active,1095,2022-01-01,2024-12-31
452,452,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,136.63,21.06,14.04,74.33,2.48,36.47,9.84,1095.0,0.0,0.0,93.65,100.0,2464.52,Active,1095,2022-01-01,2024-12-31
453,453,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,169.7,31.2,11.09,66.3,3.12,30.12,8.79,1095.0,0.0,0.0,98.22,100.0,2233.64,Active,1095,2022-01-01,2024-12-31
454,454,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,192.0,25.41,10.96,68.53,3.76,48.84,15.4,1095.0,0.0,0.0,86.3,100.0,4007.46,Active,1095,2022-01-01,2024-12-31
455,455,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,133.97,34.38,10.3,63.75,2.71,33.54,14.95,1095.0,0.0,0.0,94.24,100.0,3448.64,Active,1095,2022-01-01,2024-12-31
456,456,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,127.23,22.35,10.02,73.81,3.16,40.67,13.96,1095.0,0.0,0.0,90.49,100.0,4421.32,Active,1095,2022-01-01,2024-12-31
457,457,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,147.47,25.17,14.55,73.49,3.56,33.91,8.87,1095.0,0.0,0.0,94.08,100.0,2171.28,Active,1095,2022-01-01,2024-12-31
458,458,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,110.18,34.57,9.6,65.57,3.0,44.51,9.13,1095.0,0.0,0.0,91.1,100.0,3455.22,Active,1095,2022-01-01,2024-12-31
459,459,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,176.72,39.45,10.29,61.07,2.69,44.87,12.38,1095.0,0.0,0.0,97.27,100.0,3647.98,Active,1095,2022-01-01,2024-12-31
460,460,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,152.47,32.79,10.7,73.6,3.17,31.71,12.5,1095.0,0.0,0.0,96.35,100.0,4382.4,Active,1095,2022-01-01,2024-12-31
461,461,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,169.74,21.81,11.98,63.95,3.45,33.79,16.92,1095.0,0.0,0.0,91.46,100.0,2594.01,Active,1095,2022-01-01,2024-12-31
462,462,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,132.06,23.57,9.91,66.27,2.5,36.41,9.35,1095.0,0.0,0.0,89.44,100.0,3716.85,Active,1095,2022-01-01,2024-12-31
463,463,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,180.84,27.76,14.37,64.59,2.15,48.65,11.95,1095.0,0.0,0.0,96.89,100.0,2837.43,Active,1095,2022-01-01,2024-12-31
464,464,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,187.33,20.83,14.65,68.57,3.21,40.46,16.74,1095.0,0.0,0.0,85.65,100.0,2783.09,Active,1095,2022-01-01,2024-12-31
465,465,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,123.32,37.29,10.47,70.41,2.03,37.45,11.52,1095.0,0.0,0.0,93.15,100.0,2218.21,Active,1095,2022-01-01,2024-12-31
466,466,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,180.3,28.31,10.27,64.26,2.96,44.39,11.59,1095.0,0.0,0.0,94.15,100.0,3147.45,Active,1095,2022-01-01,2024-12-31
467,467,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,157.12,34.91,11.03,64.54,2.92,46.36,17.3,1095.0,0.0,0.0,93.18,100.0,3984.4,Active,1095,2022-01-01,2024-12-31
468,468,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,109.85,24.64,13.67,72.36,3.71,38.3,8.89,1095.0,0.0,0.0,91.57,100.0,2692.2,Active,1095,2022-01-01,2024-12-31
469,469,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,159.13,37.74,15.11,71.19,2.07,41.5,15.87,1095.0,0.0,0.0,85.26,100.0,3649.05,Active,1095,2022-01-01,2024-12-31
470,470,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,180.73,29.19,9.79,74.0,2.69,33.22,13.63,1095.0,0.0,0.0,99.16,100.0,2011.49,Active,1095,2022-01-01,2024-12-31
471,471,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,144.19,22.86,14.11,71.85,3.28,47.07,15.37,1095.0,0.0,0.0,98.23,100.0,3301.66,Active,1095,2022-01-01,2024-12-31
472,472,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,199.28,28.16,10.3,68.37,2.61,31.73,8.01,1095.0,0.0,0.0,91.74,100.0,4510.59,Active,1095,2022-01-01,2024-12-31
473,473,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,191.52,29.3,8.51,68.97,3.2,31.29,17.73,1095.0,0.0,0.0,93.16,100.0,3679.39,Active,1095,2022-01-01,2024-12-31
474,474,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,188.13,26.57,8.9,73.05,3.27,33.29,12.3,1095.0,0.0,0.0,89.31,100.0,4210.38,Active,1095,2022-01-01,2024-12-31
475,475,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,131.27,31.76,9.11,66.39,3.1,41.98,10.74,1095.0,0.0,0.0,91.0,100.0,4335.02,Active,1095,2022-01-01,2024-12-31
476,476,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,180.51,37.01,12.4,72.39,2.61,37.97,11.17,1095.0,0.0,0.0,92.01,100.0,2856.74,Active,1095,2022-01-01,2024-12-31
477,477,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,199.82,23.76,9.18,61.48,3.16,42.56,11.65,1095.0,0.0,0.0,93.03,100.0,4365.2,Active,1095,2022-01-01,2024-12-31
478,478,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,173.95,28.53,10.67,64.75,3.55,31.04,8.13,1095.0,0.0,0.0,96.93,100.0,3431.44,Active,1095,2022-01-01,2024-12-31
479,479,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,105.47,30.71,15.49,68.96,3.62,46.0,17.32,1095.0,0.0,0.0,96.55,100.0,4243.1,Active,1095,2022-01-01,2024-12-31
480,480,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,181.11,23.94,9.71,70.14,2.81,48.63,8.89,1095.0,0.0,0.0,92.67,100.0,4755.56,Active,1095,2022-01-01,2024-12-31
481,481,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,136.33,27.81,8.85,70.06,2.58,41.71,13.91,1095.0,0.0,0.0,95.79,100.0,4235.72,Active,1095,2022-01-01,2024-12-31
482,482,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,190.94,23.87,11.33,66.73,3.2,31.43,10.27,1095.0,0.0,0.0,98.97,100.0,4725.23,Active,1095,2022-01-01,2024-12-31
483,483,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,160.24,22.14,12.07,71.03,3.98,42.58,11.7,1095.0,0.0,0.0,88.39,100.0,4618.49,Active,1095,2022-01-01,2024-12-31
484,484,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,107.77,30.65,10.43,65.89,2.36,41.56,17.58,1095.0,0.0,0.0,92.55,100.0,2248.74,Active,1095,2022-01-01,2024-12-31
485,485,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,133.63,26.57,10.28,67.17,2.36,39.71,15.04,1095.0,0.0,0.0,85.45,100.0,2029.34,Active,1095,2022-01-01,2024-12-31
486,486,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,132.17,29.31,15.55,73.98,2.41,37.16,9.49,1095.0,0.0,0.0,92.65,100.0,3381.75,Active,1095,2022-01-01,2024-12-31
487,487,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,147.7,36.7,14.05,67.25,2.22,32.31,16.02,1095.0,0.0,0.0,92.94,100.0,3444.77,Active,1095,2022-01-01,2024-12-31
488,488,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,119.96,20.76,13.15,63.94,2.1,34.62,16.02,1095.0,0.0,0.0,97.77,100.0,3449.2,Active,1095,2022-01-01,2024-12-31
489,489,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,106.97,21.16,15.42,69.73,2.76,45.1,14.72,1095.0,0.0,0.0,92.97,100.0,2296.62,Active,1095,2022-01-01,2024-12-31
490,490,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,193.44,20.97,9.68,68.49,3.23,30.79,12.03,1095.0,0.0,0.0,94.74,100.0,4094.21,Active,1095,2022-01-01,2024-12-31
491,491,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,132.06,21.87,11.42,61.93,3.9,39.5,11.17,1095.0,0.0,0.0,96.49,100.0,3493.85,Active,1095,2022-01-01,2024-12-31
492,492,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,130.56,31.86,12.3,60.07,2.14,35.81,16.82,1095.0,0.0,0.0,87.21,100.0,4132.68,Active,1095,2022-01-01,2024-12-31
493,493,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,102.01,35.05,11.79,66.7,2.01,46.39,11.6,1095.0,0.0,0.0,93.11,100.0,4031.9,Active,1095,2022-01-01,2024-12-31
494,494,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,137.51,30.18,10.55,74.53,3.87,47.41,12.22,1095.0,0.0,0.0,95.37,100.0,4708.49,Active,1095,2022-01-01,2024-12-31
495,495,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,166.05,29.42,9.59,69.03,2.12,38.27,13.47,1095.0,0.0,0.0,91.54,100.0,4246.02,Active,1095,2022-01-01,2024-12-31
496,496,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,135.36,22.65,13.38,67.63,3.44,37.05,11.26,1095.0,0.0,0.0,92.09,100.0,4632.22,Active,1095,2022-01-01,2024-12-31
497,497,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,147.07,23.15,8.25,74.2,2.48,34.8,8.83,1095.0,0.0,0.0,98.93,100.0,3739.21,Active,1095,2022-01-01,2024-12-31
498,498,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,145.56,34.12,14.57,63.55,3.32,37.84,11.69,1095.0,0.0,0.0,95.35,100.0,3161.55,Active,1095,2022-01-01,2024-12-31
499,499,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,153.36,20.0,9.93,63.12,2.5,46.12,10.8,1095.0,0.0,0.0,87.87,100.0,3512.79,Active,1095,2022-01-01,2024-12-31
500,500,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,103.64,38.05,8.59,73.41,2.46,44.8,11.1,1095.0,0.0,0.0,97.88,100.0,4101.36,Active,1095,2022-01-01,2024-12-31
501,501,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,149.33,20.8,15.87,65.75,2.3,43.33,10.84,1095.0,0.0,0.0,93.79,100.0,3760.3,Active,1095,2022-01-01,2024-12-31
502,502,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,183.61,25.3,11.59,68.07,3.33,45.68,11.95,1095.0,0.0,0.0,94.69,100.0,2451.83,Active,1095,2022-01-01,2024-12-31
503,503,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,107.83,33.76,14.28,71.93,2.27,38.95,16.29,1095.0,0.0,0.0,89.54,100.0,3403.25,Active,1095,2022-01-01,2024-12-31
504,504,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,149.04,22.39,14.42,63.7,3.8,48.22,17.43,1095.0,0.0,0.0,92.8,100.0,4031.28,Active,1095,2022-01-01,2024-12-31
505,505,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,163.38,29.0,10.7,65.82,2.48,48.49,13.22,1095.0,0.0,0.0,85.2,100.0,2058.34,Active,1095,2022-01-01,2024-12-31
506,506,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,107.44,30.07,9.46,68.61,3.27,41.13,15.38,1095.0,0.0,0.0,90.03,100.0,4295.32,Active,1095,2022-01-01,2024-12-31
507,507,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,146.01,25.95,8.26,68.85,3.05,35.66,8.38,1095.0,0.0,0.0,99.92,100.0,3445.96,Active,1095,2022-01-01,2024-12-31
508,508,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,112.71,27.13,12.74,72.53,2.09,34.73,16.9,1095.0,0.0,0.0,85.14,100.0,2604.2,Active,1095,2022-01-01,2024-12-31
509,509,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,161.34,25.23,8.54,60.42,2.49,47.63,12.16,1095.0,0.0,0.0,95.81,100.0,4754.86,Active,1095,2022-01-01,2024-12-31
510,510,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,168.84,23.17,14.3,64.67,2.65,30.22,15.01,1095.0,0.0,0.0,86.7,100.0,4318.64,Active,1095,2022-01-01,2024-12-31
511,511,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,187.95,28.2,11.86,61.06,2.56,36.49,17.45,1095.0,0.0,0.0,89.24,100.0,3382.61,Active,1095,2022-01-01,2024-12-31
512,512,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,152.71,35.28,8.04,73.77,2.39,49.68,15.36,1095.0,0.0,0.0,96.61,100.0,3968.61,Active,1095,2022-01-01,2024-12-31
513,513,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,177.47,25.3,15.47,70.8,3.51,34.38,12.43,1095.0,0.0,0.0,94.27,100.0,4309.92,Active,1095,2022-01-01,2024-12-31
514,514,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,123.93,25.61,14.56,68.76,3.02,36.37,15.31,1095.0,0.0,0.0,89.32,100.0,4211.19,Active,1095,2022-01-01,2024-12-31
515,515,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,141.09,32.58,13.59,70.67,2.1,47.19,12.58,1095.0,0.0,0.0,88.94,100.0,2725.29,Active,1095,2022-01-01,2024-12-31
516,516,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,181.79,26.93,14.46,65.35,2.2,49.24,14.53,1095.0,0.0,0.0,91.84,100.0,3193.32,Active,1095,2022-01-01,2024-12-31
517,517,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,123.36,28.19,14.24,71.57,2.46,48.44,13.93,1095.0,0.0,0.0,90.7,100.0,3505.81,Active,1095,2022-01-01,2024-12-31
518,518,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,191.45,22.26,14.06,71.36,3.62,47.73,10.63,1095.0,0.0,0.0,88.37,100.0,3396.52,Active,1095,2022-01-01,2024-12-31
519,519,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,194.73,27.38,9.08,67.78,2.23,48.68,9.84,1095.0,0.0,0.0,88.79,100.0,3219.91,Active,1095,2022-01-01,2024-12-31
520,520,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,142.03,38.87,15.22,73.08,2.14,47.09,15.82,1095.0,0.0,0.0,86.55,100.0,2322.24,Active,1095,2022-01-01,2024-12-31
521,521,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,193.77,38.25,15.57,63.67,2.26,36.05,16.95,1095.0,0.0,0.0,99.58,100.0,4577.97,Active,1095,2022-01-01,2024-12-31
522,522,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,194.74,28.47,8.07,66.64,2.09,40.88,11.39,1095.0,0.0,0.0,92.1,100.0,3839.51,Active,1095,2022-01-01,2024-12-31
523,523,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,116.46,35.07,15.74,71.69,2.04,42.0,14.95,1095.0,0.0,0.0,97.38,100.0,2168.01,Active,1095,2022-01-01,2024-12-31
524,524,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,186.28,23.26,14.5,72.8,3.83,35.31,17.04,1095.0,0.0,0.0,89.81,100.0,3657.01,Active,1095,2022-01-01,2024-12-31
525,525,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,198.3,38.5,14.29,64.89,3.63,38.18,11.27,1095.0,0.0,0.0,96.17,100.0,2238.96,Active,1095,2022-01-01,2024-12-31
526,526,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,138.62,29.7,10.84,64.81,3.93,42.83,8.23,1095.0,0.0,0.0,91.45,100.0,4625.03,Active,1095,2022-01-01,2024-12-31
527,527,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,143.16,35.27,15.94,69.89,2.1,32.09,16.81,1095.0,0.0,0.0,92.91,100.0,4474.51,Active,1095,2022-01-01,2024-12-31
528,528,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,154.49,25.67,15.59,72.64,3.44,31.56,9.06,1095.0,0.0,0.0,92.39,100.0,2482.14,Active,1095,2022-01-01,2024-12-31
529,529,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,189.58,33.06,10.79,74.49,3.6,42.61,10.93,1095.0,0.0,0.0,90.6,100.0,4009.91,Active,1095,2022-01-01,2024-12-31
530,530,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,183.3,25.95,14.31,60.47,3.93,40.53,11.03,1095.0,0.0,0.0,90.44,100.0,2199.22,Active,1095,2022-01-01,2024-12-31
531,531,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,197.26,32.14,8.96,64.81,3.74,34.65,14.08,1095.0,0.0,0.0,91.04,100.0,2623.53,Active,1095,2022-01-01,2024-12-31
532,532,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,119.38,24.29,13.91,62.84,3.15,34.3,16.62,1095.0,0.0,0.0,99.13,100.0,3555.48,Active,1095,2022-01-01,2024-12-31
533,533,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,199.28,35.67,15.38,62.93,3.92,32.85,13.09,1095.0,0.0,0.0,97.45,100.0,3049.41,Active,1095,2022-01-01,2024-12-31
534,534,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,151.26,25.36,11.64,67.06,3.41,48.81,11.29,1095.0,0.0,0.0,85.63,100.0,3488.89,Active,1095,2022-01-01,2024-12-31
535,535,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,116.84,35.21,15.88,74.19,2.39,47.51,15.04,1095.0,0.0,0.0,91.81,100.0,3621.83,Active,1095,2022-01-01,2024-12-31
536,536,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,119.45,34.63,9.23,72.83,3.03,32.11,14.94,1095.0,0.0,0.0,92.79,100.0,2894.17,Active,1095,2022-01-01,2024-12-31
537,537,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,160.42,22.42,8.63,67.91,2.81,41.78,8.89,1095.0,0.0,0.0,91.46,100.0,2524.36,Active,1095,2022-01-01,2024-12-31
538,538,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,184.13,31.6,12.95,64.24,3.79,30.48,11.49,1095.0,0.0,0.0,95.83,100.0,2240.27,Active,1095,2022-01-01,2024-12-31
539,539,Group_E_Reliable,ESP_130,1095.0,0,No failures,None,None,158.93,31.2,13.91,72.19,2.26,30.37,14.9,1095.0,0.0,0.0,89.52,100.0,3877.95,Active,1095,2022-01-01,2024-12-31
540,540,Group_E_Reliable,ESP_250,1095.0,0,No failures,None,None,146.9,30.09,12.68,67.7,2.99,36.65,8.71,1095.0,0.0,0.0,86.34,100.0,3301.33,Active,1095,2022-01-01,2024-12-31
541,541,Group_E_Reliable,ESP_80,1095.0,0,No failures,None,None,125.41,36.5,11.88,68.15,2.61,33.64,8.86,1095.0,0.0,0.0,95.71,100.0,2588.7,Active,1095,2022-01-01,2024-12-31
